name,summary,age,animal,family,weight,iq
Fred,Big scary cat,49.8,Tiger,Malfoys,36.83,14.4
Wilbur,Big scary cat,10.8,Superhero,Malfoys,95.87,173
Fred,Big scary cat,77.8,Tiger,Malfoys,163.2,152.9
Fred,Big scary cat,1.8,Tiger,Malfoys,36.38,166.7
Wilbur,Big scary cat,38.8,Superhero,Malfoys,199.86,34.4
Wilbur,Big scary cat,66.8,Superhero,Malfoys,1.14,121.5
Archibold,Big scary cat,27.8,Tiger,Malfoys,20.52,70
Wilbur,Big scary cat,94.8,Superhero,Malfoys,65.54,167
Archibold,Big scary cat,55.8,Tiger,Malfoys,50.45,111.4
Wendy,Big scary cat,16.8,Superhero,Malfoys,109.06,15.7
Archibold,Big scary cat,83.8,Tiger,Malfoys,65.14,196.1
Wendy,Big scary cat,44.8,Superhero,Malfoys,119.06,120.3
Fred,Big scary cat,5.8,Tiger,Malfoys,56.36,134
Archibold,Big scary cat,3.8,Tiger,Malfoys,171.53,158
Wendy,Big scary cat,72.8,Superhero,Malfoys,63.7,181.5
Wendy,Big scary cat,40.8,Superhero,Malfoys,110.52,55.2
Fred,Big scary cat,33.8,Tiger,Malfoys,98.26,79.3
Wilbur,Big scary cat,70.8,Superhero,Malfoys,145.66,178.8
Fred,Big scary cat,61.8,Tiger,Malfoys,72.61,29.5
Fred,Big scary cat,29.8,Tiger,Malfoys,166.39,73.7
Wilbur,Big scary cat,98.8,Superhero,Malfoys,162.65,67.4
Wilbur,Big scary cat,22.8,Superhero,Malfoys,197.13,67.9
Archibold,Big scary cat,59.8,Tiger,Malfoys,33.91,11.4
Wendy,Big scary cat,20.8,Superhero,Malfoys,190.71,84.4
Wilbur,Big scary cat,18.8,Superhero,Malfoys,146.75,80.1
Archibold,Big scary cat,7.8,Tiger,Malfoys,113.34,133.9
Wilbur,Big scary cat,74.8,Superhero,Malfoys,88.61,16.5
Archibold,Big scary cat,35.8,Tiger,Malfoys,82.75,120
Archibold,Big scary cat,63.8,Tiger,Malfoys,158.28,119.6
Wendy,Big scary cat,100.8,Superhero,Malfoys,122.49,19.5
Wendy,Big scary cat,24.8,Superhero,Malfoys,120.74,71.8
Archibold,Big scary cat,91.8,Tiger,Malfoys,76.68,26
Wendy,Big scary cat,52.8,Superhero,Malfoys,28.26,22.4
Fred,Big scary cat,89.8,Tiger,Malfoys,148.44,129.6
Fred,Big scary cat,13.8,Tiger,Malfoys,104.74,129.7
Wilbur,Big scary cat,50.8,Superhero,Malfoys,130.01,190.9
Fred,Big scary cat,41.8,Tiger,Malfoys,135.95,60.5
Wilbur,Big scary cat,78.8,Superhero,Malfoys,163.79,21.9
Wilbur,Big scary cat,2.8,Superhero,Malfoys,165.63,57.6
Archibold,Big scary cat,39.8,Tiger,Malfoys,126.31,117.4
Archibold,Big scary cat,67.8,Tiger,Malfoys,165.37,56.4
Wendy,Big scary cat,28.8,Superhero,Malfoys,108.28,80.7
Archibold,Big scary cat,95.8,Tiger,Malfoys,195.6,49.3
Wendy,Big scary cat,56.8,Superhero,Malfoys,104.08,108.5
Fred,Big scary cat,17.8,Tiger,Malfoys,101.98,121.6
Wendy,Big scary cat,84.8,Superhero,Malfoys,168.58,102.8
Fred,Big scary cat,45.8,Tiger,Malfoys,194.77,49.6
Wilbur,Big scary cat,6.8,Superhero,Malfoys,191.07,165.3
Fred,Big scary cat,73.8,Tiger,Malfoys,107.53,126.8
Archibold,Big scary cat,71.8,Tiger,Malfoys,195.92,66.9
Wilbur,Big scary cat,34.8,Superhero,Malfoys,157.6,155.9
Wendy,Big scary cat,32.8,Superhero,Malfoys,158.31,54.7
Fred,Big scary cat,69.8,Tiger,Malfoys,27.59,41.3
Wilbur,Big scary cat,62.8,Superhero,Malfoys,16.76,38.6
Wilbur,Big scary cat,30.8,Superhero,Malfoys,50.26,139.2
Archibold,Big scary cat,99.8,Tiger,Malfoys,146.9,12.8
Archibold,Big scary cat,23.8,Tiger,Malfoys,129.68,66.9
Fred,Big scary cat,97.8,Tiger,Malfoys,195.76,28.4
Fred,Big scary cat,21.8,Tiger,Malfoys,88.74,52.9
Wendy,Big scary cat,60.8,Superhero,Malfoys,57.9,86.6
Wilbur,Big scary cat,58.8,Superhero,Malfoys,161.76,103.8
Archibold,Big scary cat,51.8,Tiger,Malfoys,166.13,65.7
Archibold,Big scary cat,19.8,Tiger,Malfoys,117.02,99.9
Wendy,Big scary cat,88.8,Superhero,Malfoys,58.24,36.6
Wendy,Big scary cat,12.8,Superhero,Malfoys,199.11,187.5
Wilbur,Big scary cat,86.8,Superhero,Malfoys,22.97,109.7
Fred,Big scary cat,49.8,Tiger,Malfoys,130.28,41.6
Archibold,Big scary cat,47.8,Tiger,Malfoys,99.02,165.4
Wilbur,Big scary cat,10.8,Superhero,Malfoys,55.94,28.2
Wendy,Big scary cat,8.8,Superhero,Malfoys,171.41,143.4
Archibold,Big scary cat,75.8,Tiger,Malfoys,195.06,141.8
Wendy,Big scary cat,36.8,Superhero,Malfoys,15.53,186.1
Wendy,Big scary cat,64.8,Superhero,Malfoys,137.08,79.8
Fred,Big scary cat,25.8,Tiger,Malfoys,21.56,28.7
Wendy,Big scary cat,92.8,Superhero,Malfoys,132.61,136.3
Fred,Big scary cat,53.8,Tiger,Malfoys,84.73,25.2
Wilbur,Big scary cat,90.8,Superhero,Malfoys,150.41,27.5
Wilbur,Big scary cat,14.8,Superhero,Malfoys,135.55,195.1
Fred,Big scary cat,81.8,Tiger,Malfoys,102.82,131.1
Wilbur,Big scary cat,42.8,Superhero,Malfoys,41.8,169
Archibold,Big scary cat,79.8,Tiger,Malfoys,84.22,34.1
Archibold,Big scary cat,3.8,Tiger,Malfoys,186.16,162.9
Wendy,Big scary cat,40.8,Superhero,Malfoys,105.18,115.4
Archibold,Big scary cat,31.8,Tiger,Malfoys,147.57,144.9
Wendy,Big scary cat,68.8,Superhero,Malfoys,76.81,139.4
Fred,Big scary cat,29.8,Tiger,Malfoys,57.95,79
Wendy,Big scary cat,96.8,Superhero,Malfoys,67.94,132
Fred,Big scary cat,57.8,Tiger,Malfoys,168.91,35.2
Wilbur,Big scary cat,18.8,Superhero,Malfoys,155.87,159.4
Fred,Big scary cat,85.8,Tiger,Malfoys,78.7,82.3
Wilbur,Big scary cat,46.8,Superhero,Malfoys,32.55,35.1
Archibold,Big scary cat,7.8,Tiger,Malfoys,149.26,191.7
Fred,Big scary cat,61.8,Tiger,Malfoys,34.88,15
Wilbur,Big scary cat,98.8,Superhero,Malfoys,2.08,123.6
Wilbur,Big scary cat,22.8,Superhero,Malfoys,79.91,120.5
Archibold,Big scary cat,91.8,Tiger,Malfoys,84.85,65.4
Archibold,Big scary cat,59.8,Tiger,Malfoys,87.47,91.6
Wendy,Big scary cat,20.8,Superhero,Malfoys,192.28,13.9
Archibold,Big scary cat,87.8,Tiger,Malfoys,172.15,64.4
Archibold,Big scary cat,11.8,Tiger,Malfoys,194.5,198.6
Wendy,Big scary cat,48.8,Superhero,Malfoys,130.56,151.4
Fred,Big scary cat,9.8,Tiger,Malfoys,200.52,48.6
Wendy,Big scary cat,76.8,Superhero,Malfoys,88.32,113.2
Fred,Big scary cat,37.8,Tiger,Malfoys,49.75,77.4
Fred,Big scary cat,65.8,Tiger,Malfoys,22.11,162.3
Wilbur,Big scary cat,26.8,Superhero,Malfoys,141.98,135.7
Fred,Big scary cat,93.8,Tiger,Malfoys,128.42,29.7
Wilbur,Big scary cat,54.8,Superhero,Malfoys,58.31,45.9
Archibold,Big scary cat,15.8,Tiger,Malfoys,72.38,183.4
Wilbur,Big scary cat,82.8,Superhero,Malfoys,139.93,19.6
Archibold,Big scary cat,43.8,Tiger,Malfoys,56.68,58.3
Wendy,Big scary cat,80.8,Superhero,Malfoys,104.34,28.5
Wendy,Big scary cat,4.8,Superhero,Malfoys,52.77,188.4
Archibold,Big scary cat,71.8,Tiger,Malfoys,111.67,163.7
Wendy,Big scary cat,32.8,Superhero,Malfoys,200.46,63
Fred,Big scary cat,69.8,Tiger,Malfoys,12.74,106.7
Wilbur,Big scary cat,30.8,Superhero,Malfoys,178.73,180
Fred,Big scary cat,97.8,Tiger,Malfoys,72.58,56.6
Fred,Big scary cat,21.8,Tiger,Malfoys,41.03,67.5
Archibold,Big scary cat,95.8,Tiger,Malfoys,161.05,2.3
Wilbur,Big scary cat,58.8,Superhero,Malfoys,112.56,117.2
Wendy,Big scary cat,56.8,Superhero,Malfoys,119.56,7.7
Archibold,Big scary cat,19.8,Tiger,Malfoys,197.26,31.3
Fred,Big scary cat,17.8,Tiger,Malfoys,180.15,164.4
Wilbur,Big scary cat,86.8,Superhero,Malfoys,57.64,161.2
Wendy,Big scary cat,84.8,Superhero,Malfoys,3.47,10.9
Archibold,Big scary cat,47.8,Tiger,Malfoys,138.05,177
Fred,Big scary cat,45.8,Tiger,Malfoys,151.26,110.2
Wendy,Big scary cat,8.8,Superhero,Malfoys,38.35,12.5
Wilbur,Big scary cat,6.8,Superhero,Malfoys,162.23,155.4
Archibold,Big scary cat,75.8,Tiger,Malfoys,182.58,169.6
Fred,Big scary cat,73.8,Tiger,Malfoys,135.52,63.8
Wendy,Big scary cat,36.8,Superhero,Malfoys,66.16,17.3
Wilbur,Big scary cat,34.8,Superhero,Malfoys,154.74,68.5
Wilbur,Big scary cat,62.8,Superhero,Malfoys,129.27,134.7
Archibold,Big scary cat,99.8,Tiger,Malfoys,141.33,56.5
Archibold,Big scary cat,23.8,Tiger,Malfoys,187.68,2.6
Wendy,Big scary cat,60.8,Superhero,Malfoys,28.56,43.6
Archibold,Big scary cat,51.8,Tiger,Malfoys,189.67,37.7
Wendy,Big scary cat,88.8,Superhero,Malfoys,198.12,58.5
Wendy,Big scary cat,12.8,Superhero,Malfoys,139.55,193.4
Fred,Big scary cat,49.8,Tiger,Malfoys,133.06,92.4
Wilbur,Big scary cat,10.8,Superhero,Malfoys,65.45,106.1
Fred,Big scary cat,77.8,Tiger,Malfoys,62.8,58.8
Fred,Big scary cat,1.8,Tiger,Malfoys,48.42,177.5
Wilbur,Big scary cat,38.8,Superhero,Malfoys,2.93,130.8
Wilbur,Big scary cat,66.8,Superhero,Malfoys,128.82,192.4
Archibold,Big scary cat,27.8,Tiger,Malfoys,195.54,96.6
Wilbur,Big scary cat,94.8,Superhero,Malfoys,169.73,133.6
Archibold,Big scary cat,55.8,Tiger,Malfoys,37.26,35.4
Wendy,Big scary cat,16.8,Superhero,Malfoys,157.53,61.9
Archibold,Big scary cat,83.8,Tiger,Malfoys,17.08,129.6
Wendy,Big scary cat,44.8,Superhero,Malfoys,172.36,82.6
Fred,Big scary cat,5.8,Tiger,Malfoys,61.15,132.9
Wendy,Big scary cat,72.8,Superhero,Malfoys,177.84,142.8
Fred,Big scary cat,33.8,Tiger,Malfoys,90.23,6.8
Wilbur,Big scary cat,70.8,Superhero,Malfoys,48.77,124.7
Wilbur,Big scary cat,94.8,Superhero,Malfoys,101.94,149.9
Archibold,Big scary cat,83.8,Tiger,Malfoys,148.36,177.9
Wendy,Big scary cat,72.8,Superhero,Malfoys,67.84,88.7
Fred,Big scary cat,61.8,Tiger,Malfoys,82.22,126.2
Wilbur,Big scary cat,98.8,Superhero,Malfoys,115,167.1
Archibold,Big scary cat,87.8,Tiger,Malfoys,200,65
Fred,Big scary cat,85.8,Tiger,Malfoys,102.33,64.7
Wilbur,Big scary cat,46.8,Superhero,Malfoys,156.04,156.4
Archibold,Big scary cat,7.8,Tiger,Malfoys,12.8,26.9
Wendy,Big scary cat,76.8,Superhero,Malfoys,48.24,25
Wilbur,Big scary cat,74.8,Superhero,Malfoys,108.23,151.9
Archibold,Big scary cat,35.8,Tiger,Malfoys,71.32,50.1
Fred,Big scary cat,65.8,Tiger,Malfoys,124.85,143.8
Archibold,Big scary cat,63.8,Tiger,Malfoys,65.11,123
Wendy,Big scary cat,100.8,Superhero,Malfoys,38.27,173.7
Wendy,Big scary cat,24.8,Superhero,Malfoys,147.03,175
Archibold,Big scary cat,91.8,Tiger,Malfoys,184.49,187.4
Wendy,Big scary cat,52.8,Superhero,Malfoys,167.3,57.1
Fred,Big scary cat,89.8,Tiger,Malfoys,187.23,192.2
Fred,Big scary cat,13.8,Tiger,Malfoys,144.23,166.7
Wilbur,Big scary cat,50.8,Superhero,Malfoys,164.16,109.8
Fred,Big scary cat,41.8,Tiger,Malfoys,51.61,93.4
Wilbur,Big scary cat,78.8,Superhero,Malfoys,111.24,44.7
Wilbur,Big scary cat,2.8,Superhero,Malfoys,21.06,109.3
Archibold,Big scary cat,39.8,Tiger,Malfoys,91.15,29.7
Archibold,Big scary cat,67.8,Tiger,Malfoys,44.19,35.3
Wendy,Big scary cat,28.8,Superhero,Malfoys,196.59,131.4
Archibold,Big scary cat,95.8,Tiger,Malfoys,49.94,173.4
Wendy,Big scary cat,56.8,Superhero,Malfoys,196.91,94.5
Fred,Big scary cat,17.8,Tiger,Malfoys,175.72,181.7
Wendy,Big scary cat,84.8,Superhero,Malfoys,135.95,66.6
Wilbur,Big scary cat,82.8,Superhero,Malfoys,170.71,167.1
Fred,Big scary cat,45.8,Tiger,Malfoys,134.47,6.4
Archibold,Big scary cat,43.8,Tiger,Malfoys,158.64,182.2
Wilbur,Big scary cat,6.8,Superhero,Malfoys,132.11,179.5
Wendy,Big scary cat,80.8,Superhero,Malfoys,76.69,49.8
Wendy,Big scary cat,4.8,Superhero,Malfoys,174.59,14.9
Fred,Big scary cat,73.8,Tiger,Malfoys,129.42,20.5
Archibold,Big scary cat,71.8,Tiger,Malfoys,101.04,42.1
Wilbur,Big scary cat,34.8,Superhero,Malfoys,149.12,140.5
Wendy,Big scary cat,32.8,Superhero,Malfoys,50.4,100.3
Fred,Big scary cat,69.8,Tiger,Malfoys,78.68,103.8
Wilbur,Big scary cat,62.8,Superhero,Malfoys,173.72,174.6
Wilbur,Big scary cat,30.8,Superhero,Malfoys,131.04,52.6
Archibold,Big scary cat,99.8,Tiger,Malfoys,179.96,197
Archibold,Big scary cat,23.8,Tiger,Malfoys,86.68,72.8
Fred,Big scary cat,97.8,Tiger,Malfoys,61.59,74.1
Fred,Big scary cat,21.8,Tiger,Malfoys,51.08,74.1
Wendy,Big scary cat,60.8,Superhero,Malfoys,67.76,45.2
Wilbur,Big scary cat,58.8,Superhero,Malfoys,141.35,52.3
Archibold,Big scary cat,19.8,Tiger,Malfoys,124.24,164.2
Wilbur,Big scary cat,86.8,Superhero,Malfoys,119.09,24.7
Archibold,Big scary cat,47.8,Tiger,Malfoys,92.4,198.5
Wendy,Big scary cat,8.8,Superhero,Malfoys,118.4,50.2
Archibold,Big scary cat,75.8,Tiger,Malfoys,83.54,68.2
Wendy,Big scary cat,36.8,Superhero,Malfoys,127.32,49.3
Wendy,Big scary cat,64.8,Superhero,Malfoys,70.18,12.3
Fred,Big scary cat,25.8,Tiger,Malfoys,112.27,194.4
Fred,Big scary cat,53.8,Tiger,Malfoys,32.79,62.1
Wilbur,Big scary cat,90.8,Superhero,Malfoys,132.21,96.5
Wilbur,Big scary cat,14.8,Superhero,Malfoys,102.26,188
Wilbur,Big scary cat,42.8,Superhero,Malfoys,88.14,156.7
Archibold,Big scary cat,75.8,Tiger,Malfoys,61.25,42.9
Archibold,Big scary cat,79.8,Tiger,Malfoys,30.15,174.5
Archibold,Big scary cat,3.8,Tiger,Malfoys,38.73,62.2
Wendy,Big scary cat,40.8,Superhero,Malfoys,11.83,51.9
Archibold,Big scary cat,31.8,Tiger,Malfoys,129.7,157.2
Wendy,Big scary cat,64.8,Superhero,Malfoys,3.46,80.5
Wendy,Big scary cat,68.8,Superhero,Malfoys,153.35,119.6
Fred,Big scary cat,29.8,Tiger,Malfoys,53.62,32.8
Wendy,Big scary cat,92.8,Superhero,Malfoys,196.31,66
Fred,Big scary cat,53.8,Tiger,Malfoys,8.03,34.1
Fred,Big scary cat,57.8,Tiger,Malfoys,18.32,107.3
Wilbur,Big scary cat,90.8,Superhero,Malfoys,95.94,15
Wilbur,Big scary cat,18.8,Superhero,Malfoys,120.95,121.1
Fred,Big scary cat,81.8,Tiger,Malfoys,118.08,53.9
Wilbur,Big scary cat,42.8,Superhero,Malfoys,127.42,120.4
Archibold,Big scary cat,79.8,Tiger,Malfoys,145.95,189.7
Archibold,Big scary cat,31.8,Tiger,Malfoys,28.75,143.2
Wendy,Big scary cat,68.8,Superhero,Malfoys,115.28,145.2
Wendy,Big scary cat,96.8,Superhero,Malfoys,54.11,5.8
Fred,Big scary cat,57.8,Tiger,Malfoys,63.34,199.8
Fred,Big scary cat,85.8,Tiger,Malfoys,163.96,176.3
Wilbur,Big scary cat,46.8,Superhero,Malfoys,103.1,196
Wilbur,Big scary cat,74.8,Superhero,Malfoys,11.02,35.2
Wendy,Big scary cat,72.8,Superhero,Malfoys,40.46,76.1
Archibold,Big scary cat,35.8,Tiger,Malfoys,70.22,179.8
Fred,Big scary cat,33.8,Tiger,Malfoys,79.1,170.5
Wilbur,Big scary cat,70.8,Superhero,Malfoys,16.22,32.8
Archibold,Big scary cat,63.8,Tiger,Malfoys,1.46,186.8
Fred,Big scary cat,61.8,Tiger,Malfoys,116.39,147.1
Wendy,Big scary cat,100.8,Superhero,Malfoys,184.88,174.2
Wendy,Big scary cat,24.8,Superhero,Malfoys,177.97,146.3
Wilbur,Big scary cat,98.8,Superhero,Malfoys,158.08,49.2
Wilbur,Big scary cat,22.8,Superhero,Malfoys,187.7,58.5
Archibold,Big scary cat,91.8,Tiger,Malfoys,177.12,14.4
Archibold,Big scary cat,59.8,Tiger,Malfoys,162.79,96
Wendy,Big scary cat,52.8,Superhero,Malfoys,43.6,188.5
Wendy,Big scary cat,20.8,Superhero,Malfoys,29.35,137.9
Fred,Big scary cat,89.8,Tiger,Malfoys,119.86,185.7
Fred,Big scary cat,13.8,Tiger,Malfoys,119.34,57.7
Archibold,Big scary cat,87.8,Tiger,Malfoys,188.89,104.6
Archibold,Big scary cat,11.8,Tiger,Malfoys,98.76,139
Wilbur,Big scary cat,50.8,Superhero,Malfoys,58.69,149.5
Wendy,Big scary cat,48.8,Superhero,Malfoys,88.93,110.1
Fred,Big scary cat,9.8,Tiger,Malfoys,98.52,79.6
Wendy,Big scary cat,76.8,Superhero,Malfoys,168.54,58.2
Fred,Big scary cat,37.8,Tiger,Malfoys,187.6,200.8
Fred,Big scary cat,65.8,Tiger,Malfoys,169.49,150.5
Wilbur,Big scary cat,26.8,Superhero,Malfoys,198.08,60.5
Fred,Big scary cat,93.8,Tiger,Malfoys,45.13,116.8
Wilbur,Big scary cat,54.8,Superhero,Malfoys,62.68,174
Archibold,Big scary cat,15.8,Tiger,Malfoys,133.59,175
Wilbur,Big scary cat,82.8,Superhero,Malfoys,41.73,99.2
Archibold,Big scary cat,43.8,Tiger,Malfoys,187.84,42.6
Wendy,Big scary cat,80.8,Superhero,Malfoys,100.89,148
Wendy,Big scary cat,4.8,Superhero,Malfoys,39.11,168.5
Archibold,Big scary cat,71.8,Tiger,Malfoys,159.74,9.3
Wendy,Big scary cat,32.8,Superhero,Malfoys,48.97,167.9
Fred,Big scary cat,69.8,Tiger,Malfoys,58.74,133
Archibold,Big scary cat,67.8,Tiger,Malfoys,110.14,154.3
Wilbur,Big scary cat,30.8,Superhero,Malfoys,83.97,74.2
Wendy,Big scary cat,28.8,Superhero,Malfoys,83.86,102.3
Fred,Big scary cat,97.8,Tiger,Malfoys,130.14,102.9
Fred,Big scary cat,21.8,Tiger,Malfoys,59.34,45.3
Wilbur,Big scary cat,58.8,Superhero,Malfoys,147.4,83.6
Wendy,Big scary cat,56.8,Superhero,Malfoys,137.31,5.3
Archibold,Big scary cat,19.8,Tiger,Malfoys,129.85,45.3
Fred,Big scary cat,17.8,Tiger,Malfoys,183.98,94.8
Wilbur,Big scary cat,86.8,Superhero,Malfoys,79.84,116.9
Archibold,Big scary cat,47.8,Tiger,Malfoys,83.9,76.7
Fred,Big scary cat,45.8,Tiger,Malfoys,121.26,86.8
Wendy,Big scary cat,8.8,Superhero,Malfoys,121.46,83.6
Wilbur,Big scary cat,6.8,Superhero,Malfoys,11.12,143.9
Wilbur,Big scary cat,34.8,Superhero,Malfoys,15.71,18.5
Archibold,Big scary cat,23.8,Tiger,Malfoys,5.69,173.2
Wendy,Big scary cat,60.8,Superhero,Malfoys,26.93,43
Wendy,Big scary cat,12.8,Superhero,Malfoys,59.37,185.2
Fred,Big scary cat,49.8,Tiger,Malfoys,84.28,174.2
Wilbur,Big scary cat,10.8,Superhero,Malfoys,28.88,142.7
Fred,Big scary cat,1.8,Tiger,Malfoys,38.58,46.7
Wilbur,Big scary cat,38.8,Superhero,Malfoys,82.31,171.8
Wilbur,Big scary cat,62.8,Superhero,Malfoys,188.25,20.7
Archibold,Big scary cat,99.8,Tiger,Malfoys,185.48,126.4
Archibold,Big scary cat,23.8,Tiger,Malfoys,71.07,151
Archibold,Big scary cat,27.8,Tiger,Malfoys,146.23,138.2
Wendy,Big scary cat,60.8,Superhero,Malfoys,66.07,184
Archibold,Big scary cat,51.8,Tiger,Malfoys,181.45,178.4
Wendy,Big scary cat,88.8,Superhero,Malfoys,124.63,105.1
Wendy,Big scary cat,12.8,Superhero,Malfoys,108.6,23.7
Wendy,Big scary cat,16.8,Superhero,Malfoys,40.8,53.3
Fred,Big scary cat,49.8,Tiger,Malfoys,151.76,118.1
Fred,Big scary cat,77.8,Tiger,Malfoys,47.4,108.1
Fred,Big scary cat,1.8,Tiger,Malfoys,170.95,148.9
Fred,Big scary cat,5.8,Tiger,Malfoys,77.98,5.1
Wilbur,Big scary cat,38.8,Superhero,Malfoys,25.7,138.3
Wilbur,Big scary cat,66.8,Superhero,Malfoys,13.67,131.4
Archibold,Big scary cat,27.8,Tiger,Malfoys,15.68,179
Wilbur,Big scary cat,94.8,Superhero,Malfoys,22.05,62.7
Archibold,Big scary cat,55.8,Tiger,Malfoys,161.46,134.5
Wendy,Big scary cat,16.8,Superhero,Malfoys,175.53,11.5
Archibold,Big scary cat,83.8,Tiger,Malfoys,200.06,93.2
Wendy,Big scary cat,44.8,Superhero,Malfoys,84.33,27.5
Fred,Big scary cat,5.8,Tiger,Malfoys,52.86,54.2
Wendy,Big scary cat,72.8,Superhero,Malfoys,3,89.8
Fred,Big scary cat,33.8,Tiger,Malfoys,26.91,26.6
Wilbur,Big scary cat,70.8,Superhero,Malfoys,161.23,54.7
Fred,Big scary cat,61.8,Tiger,Malfoys,165.42,162.8
Wilbur,Big scary cat,98.8,Superhero,Malfoys,163.74,193.6
Wilbur,Big scary cat,22.8,Superhero,Malfoys,3.15,157.8
Wendy,Big scary cat,96.8,Superhero,Malfoys,102.66,105.5
Archibold,Big scary cat,59.8,Tiger,Malfoys,173.94,70.4
Fred,Big scary cat,57.8,Tiger,Malfoys,60.51,153.3
Wendy,Big scary cat,20.8,Superhero,Malfoys,113.41,113.8
Wilbur,Big scary cat,18.8,Superhero,Malfoys,89.1,36.8
Archibold,Big scary cat,87.8,Tiger,Malfoys,121.5,123.5
Archibold,Big scary cat,11.8,Tiger,Malfoys,36.58,96.8
Fred,Big scary cat,85.8,Tiger,Malfoys,71.04,112.5
Wendy,Big scary cat,48.8,Superhero,Malfoys,26,147.2
Wilbur,Big scary cat,46.8,Superhero,Malfoys,161.45,41.3
Fred,Big scary cat,9.8,Tiger,Malfoys,136.28,58.4
Archibold,Big scary cat,7.8,Tiger,Malfoys,1.16,9.9
Wendy,Big scary cat,76.8,Superhero,Malfoys,163.23,13.7
Wilbur,Big scary cat,74.8,Superhero,Malfoys,187.09,17.1
Fred,Big scary cat,37.8,Tiger,Malfoys,50.25,189.6
Archibold,Big scary cat,35.8,Tiger,Malfoys,130.54,55.8
Archibold,Big scary cat,63.8,Tiger,Malfoys,173.07,47.4
Wendy,Big scary cat,100.8,Superhero,Malfoys,51.04,55.2
Wendy,Big scary cat,24.8,Superhero,Malfoys,162.35,122.4
Archibold,Big scary cat,91.8,Tiger,Malfoys,98.66,199.1
Wendy,Big scary cat,52.8,Superhero,Malfoys,107.96,174.7
Fred,Big scary cat,89.8,Tiger,Malfoys,166.73,88.8
Fred,Big scary cat,13.8,Tiger,Malfoys,38.73,146.2
Wilbur,Big scary cat,50.8,Superhero,Malfoys,56.29,95.3
Fred,Big scary cat,41.8,Tiger,Malfoys,90.96,145.2
Wilbur,Big scary cat,78.8,Superhero,Malfoys,165.97,188.2
Wilbur,Big scary cat,2.8,Superhero,Malfoys,25.59,157.3
Archibold,Big scary cat,39.8,Tiger,Malfoys,103.66,107
Archibold,Big scary cat,67.8,Tiger,Malfoys,44.22,112.3
Wendy,Big scary cat,28.8,Superhero,Malfoys,39.22,93.3
Archibold,Big scary cat,95.8,Tiger,Malfoys,99.92,40.5
Wendy,Big scary cat,56.8,Superhero,Malfoys,25.25,136.3
Fred,Big scary cat,17.8,Tiger,Malfoys,7.21,47.1
Archibold,Big scary cat,15.8,Tiger,Malfoys,39.48,187.9
Wendy,Big scary cat,84.8,Superhero,Malfoys,121.5,124.8
Fred,Big scary cat,45.8,Tiger,Malfoys,65.11,25.7
Wilbur,Big scary cat,6.8,Superhero,Malfoys,137.58,170.9
Wendy,Big scary cat,4.8,Superhero,Malfoys,12.78,115.4
Fred,Big scary cat,73.8,Tiger,Malfoys,150.31,15
Wilbur,Big scary cat,34.8,Superhero,Malfoys,33.18,93.1
Wilbur,Big scary cat,30.8,Superhero,Malfoys,28.15,182.9
Archibold,Big scary cat,19.8,Tiger,Malfoys,15.5,78.5
Wendy,Big scary cat,8.8,Superhero,Malfoys,103.9,147.6
Wilbur,Big scary cat,86.8,Superhero,Malfoys,123.21,126.6
Archibold,Big scary cat,47.8,Tiger,Malfoys,188.18,160.7
Wendy,Big scary cat,8.8,Superhero,Malfoys,98.25,67.3
Archibold,Big scary cat,75.8,Tiger,Malfoys,1.84,110.2
Wendy,Big scary cat,36.8,Superhero,Malfoys,194.39,87.5
Wendy,Big scary cat,64.8,Superhero,Malfoys,142.01,153.3
Fred,Big scary cat,25.8,Tiger,Malfoys,50.17,7.5
Wendy,Big scary cat,92.8,Superhero,Malfoys,41.29,168.2
Fred,Big scary cat,53.8,Tiger,Malfoys,143.94,130.6
Wilbur,Big scary cat,90.8,Superhero,Malfoys,121.38,140.6
Wilbur,Big scary cat,14.8,Superhero,Malfoys,141.55,141.2
Fred,Big scary cat,81.8,Tiger,Malfoys,46.03,196
Wilbur,Big scary cat,42.8,Superhero,Malfoys,130.51,114.4
Archibold,Big scary cat,79.8,Tiger,Malfoys,181.83,13.5
Archibold,Big scary cat,3.8,Tiger,Malfoys,32.52,178.9
Wendy,Big scary cat,40.8,Superhero,Malfoys,140.13,8.2
Archibold,Big scary cat,31.8,Tiger,Malfoys,82.47,169.6
Wendy,Big scary cat,68.8,Superhero,Malfoys,93.59,68.1
Fred,Big scary cat,29.8,Tiger,Malfoys,73.53,200.8
Wendy,Big scary cat,96.8,Superhero,Malfoys,10.3,24.9
Fred,Big scary cat,57.8,Tiger,Malfoys,116.78,127.8
Wilbur,Big scary cat,18.8,Superhero,Malfoys,62.14,2.7
Fred,Big scary cat,85.8,Tiger,Malfoys,18.31,154.8
Archibold,Big scary cat,83.8,Tiger,Malfoys,183.05,20.1
Wilbur,Big scary cat,46.8,Superhero,Malfoys,115.34,112.4
Wendy,Big scary cat,44.8,Superhero,Malfoys,100.5,35.1
Archibold,Big scary cat,7.8,Tiger,Malfoys,147.67,167.6
Fred,Big scary cat,5.8,Tiger,Malfoys,101.68,26.7
Wilbur,Big scary cat,74.8,Superhero,Malfoys,42.68,19.3
Wendy,Big scary cat,72.8,Superhero,Malfoys,154.37,117.5
Archibold,Big scary cat,35.8,Tiger,Malfoys,100.94,70.9
